图像名,内容1,内容2,内容3,mos_quality
i06_01_3.bmp,A small sailboat named ZENTIME floats on turquoise water near a shoreline with green trees and buildings.,"The image shows a sailboat on turquoise water, a shoreline with green trees, buildings, and legible text on the boat.",sailboat,5.02703
i07_01_3.bmp,A branch holds pink and red flowers in front of a blue window with shutters.,"The image has vivid flower colors, clear window details, and distinct green leaves.",Hibiscus,4.80000
i13_19_1.bmp,A river flows through a rocky valley with green trees and snow - capped mountains in the background.,"The image has clear details of a river, rocky banks, lush green trees, and snow - capped mountains.",Landscape,5.24390
i03_12_5.bmp,"The image shows colorful (yellow, red, green) hats hanging on a wall against a dark sky.","The image has vivid yellow, red, green hats, a brown textured wall, and a dark sky with faint clouds.",Hats,2.40000
i25_20_1.bmp,"The image displays various colorful geometric patterns, text, and a gear icon.","The image has clear details, vibrant colors, and distinct geometric patterns.",Patterns,5.67647
i19_02_1.bmp,"The image shows a white lighthouse, white buildings, a white picket fence, a red lifebuoy, and a black binocular viewer in a grassy area under a cloudy sky.","The image has clear details, distinct colors, and visible elements including the lighthouse, fence, and binocular viewer.",lighthouse,6.08108
i15_16_1.bmp,A young girl wears colorful face paint and a patterned sweater.,"The image shows a girl with sharp details, vibrant colors, and clear facial features.",facepaint,6.22727
i20_05_4.bmp,"The image depicts a vintage airplane with a yellow nose, black propeller, and colorful text on a grassy field.","The image has visible grain, natural colors, and clear details of the airplane and surroundings.",Airplane,4.23077
i05_09_2.bmp,Motocross riders sit on colorful dirt bikes at a starting line.,"The image has clear details, vivid colors, and sharp focus on motocross riders and bikes.",Motocross,5.82500
i15_01_5.bmp,A girl wears colorful face paint and a vibrant sweater.,"The image has clear facial features, colorful face paint, and a vibrant sweater.",Facepaint,3.91111
i09_20_4.bmp,Sailboats with colorful sails navigate a body of water near a wooded shore.,"The image shows sailboats, distinct colorful sails, discernible people, and a recognizable shoreline with moderate detail and natural colors.",Sailboats,3.90909
i12_19_2.bmp,"A man and a woman walk in shallow ocean water, holding snorkeling gear.","The image has a man, a woman, shallow ocean water, snorkeling gear, a sandy beach, and green trees.",Snorkeling,5.51351
i09_06_3.bmp,Several colorful sailboats with varied sails carry people on a rippled water surface.,"The image displays noticeable noise, vibrant sail colors, and distinguishable people on sailboats.",Sailboats,4.16129
i19_20_1.bmp,"The image shows a white lighthouse, white houses, a white picket fence, a red lifebuoy, and a black binoculars on grass under a cloudy sky.","The image has clear details, vivid colors, and sharp elements of a lighthouse, buildings, fence, lifebuoy, and binoculars.",lighthouse,5.70270
i19_01_4.bmp,"The image shows a white lighthouse, white houses, a white fence, a red lifebuoy, and a black binocular stand on green grass under a cloudy sky.","The image has clear details of the white lighthouse, houses, fence, red lifebuoy, black binocular stand, green grass, and cloudy sky.",lighthouse,4.13514
i23_06_4.bmp,"Two colorful parrots (one green-yellow-blue, one red) face left against a blurred green background.","The image displays two parrots with vivid colors, clear feather details, and a blurred green backdrop.",Parrots,3.61765
i17_24_1.bmp,"A figure with white skin, gray hair, a golden headpiece, and white drapery stands against a stone wall and dark background.","The image shows a figure with clear details, white skin, gray hair, a golden headpiece, white drapery, and a stone - dark background with distinct textures.",Statue,6.05000
i08_17_1.bmp,The image shows colorful traditional houses with tiled roofs and a hilly tree - lined backdrop.,"The image has clear details, vivid colors and distinct architectural features.",Houses,5.40625
I20_01_1.bmp,"A vintage airplane with yellow nose, black propeller, and ""Sli Shooter"" text rests on grass.","The image has clear text, distinct colors, and visible details of the airplane and grass.",airplane,5.76923
i16_20_4.bmp,"The image depicts a calm body of water, a small island with palm trees, and a sky with clouds.","The image has a calm water surface, distinct palm trees, and a sky with detailed cloud formations.",Island,4.12500
i08_10_1.bmp,"The image shows several colorful traditional houses with sloped tiled roofs, some with snow.","The image has clear details, vivid colors, and distinct architectural features.",Houses,5.96774
i11_21_3.bmp,A small old sailboat with tattered sails and red items is tied near a weathered wooden pier in turquoise water.,"The image has moderate clarity, natural colors, and distinguishable details of the boat, pier, and water.",Sailboat,4.40541
i02_17_2.bmp,The image shows a red wooden door with a white knob and metal latch.,"The image has high clarity, vivid red color, and clear details of the door and knob.",Door,5.68571
i15_09_5.bmp,A child has a yellow circle around one eye and colorful markings on the face.,"The image has a yellow circular mark, colorful facial details, and visible structural features.",Child,2.50000
i08_02_1.bmp,"The image shows several colorful traditional houses with tiled roofs, some with snow, against a hilly tree - lined background.","The image has clear details of colorful traditional houses, tiled roofs, and a hilly tree - lined background.",Houses,5.59375
i22_10_5.bmp,"The image shows a red barn with a light - colored roof, reflected in a body of water, surrounded by green trees and a gray sky.","The image has visible reflections of the barn, discernible green tree details, and a distinguishable gray sky, with the barn’s red color and roof details apparent.",Barn,2.07895
i19_23_3.bmp,"The image shows a white lighthouse, white houses, a white picket fence, a red lifebuoy, and a black binocular viewer on a grassy area under a cloudy sky.","The image has clear details of a white lighthouse, white buildings, a white fence, a red lifebuoy, and a black binocular viewer, with a grassy landscape and a cloudy sky.",Lighthouse,5.75676
i01_09_5.bmp,"The image shows a building with a red door, red shutters, and a gray stone facade.","The image depicts a building with a red door, red shutters, and a gray facade, exhibiting pixelated details and subdued colors.",Building,1.54054
i08_23_1.bmp,"The image shows a row of colorful, traditional European houses with tiled roofs, varied window designs, and a hilly, tree-lined background.","The image has clear architectural details, distinct colorful facades, visible tiled roofs, and a natural tree-lined background.",Houses,6.03226
i05_18_2.bmp,"Several motocross riders in protective gear sit on their colorful dirt bikes, ready for a race.","The image shows motocross riders and their dirt bikes with clear details, vibrant colors, and sharp textures.",Motocross,4.20513
i24_17_2.bmp,"The house has colorful murals, a balcony with flowers, and green window shutters.","The image has vivid murals, bright flowers, and clear architectural details.",House,6.47222
i02_07_4.bmp,The red wooden door has a metal latch and a white round knob.,"The image has vivid red colors, clear wood grain details, and distinct metal latch and white knob features.",door,3.75676
i06_06_3.bmp,A weathered sailboat floats in calm turquoise water near a tree - dotted shore.,"The image has grainy texture, turquoise water, and a sailboat with legible text.",Sailboat,3.77778
i12_08_2.bmp,"A man and a woman walk in shallow beach water, holding colorful snorkeling gear.","The image has clear details, vivid colors, and a natural beach scene with distinct elements.",Beach,5.47368
i23_17_4.bmp,"Two colorful parrots (one red, one with green, yellow, blue) stand against a blurred green background.","The image displays two parrots with vivid colors, sharp feather details, and a softly blurred green background.",Parrots,6.68571
I08_01_1.bmp,"The image shows colorful, traditional European houses with tiled roofs and varied window designs, set against a hilly, tree - lined landscape.","The image has distinct, colorful buildings, visible roof textures, clear window details, and a softly blurred natural background.",Houses,5.54839
i17_09_4.bmp,The statue wears a golden headpiece and white draped clothing.,"The image shows a statue with detailed features, a golden headpiece, and white drapery against a dark background.",Statue,3.82051
i11_07_3.bmp,A small old sailboat is tied near a rusty weathered pier in turquoise water.,"The image has noticeable textures, vivid colors, and sharp details of the boat, pier, and water.",Sailboat,4.52778
i22_07_4.bmp,"The image shows a red barn, a small red house, green trees, and a pond with reflections.","The image has vivid colors, clear architectural details, and distinct reflections of the barn and trees in the pond.",Barn,3.89474
i13_09_1.bmp,A river flows through a rocky green landscape with snow - capped mountains in the background.,"The image has clear details, vivid greenery, and distinct snow - capped mountains.",Landscape,5.07317
i19_04_2.bmp,"The image shows a white lighthouse, white houses, a white picket fence, a red lifebuoy, and a black binocular stand against a cloudy sky.","The image has good clarity, distinct colors, and clear details of the lighthouse, buildings, fence, lifebuoy, and binocular stand.",lighthouse,5.94595
i11_08_4.bmp,A small old boat is tied to a weathered wooden dock in turquoise water.,"The image has a blurry appearance, turquoise water, a weathered wooden dock, and a small boat with visible colors.",Boat,2.85714
i03_22_3.bmp,"Bright yellow, orange, green, and pink hats hang on a wooden wall beneath a blue sky.","The image has clear details, vivid colors, and visible shadows.",Hats,5.23077
i08_23_5.bmp,The image shows colorful traditional buildings with tiled roofs.,"The image has clear details, distinct colors and visible architectural features.",Buildings,5.43750
i21_20_5.bmp,A white lighthouse and red - roofed houses stand on a rocky cliff by the sea under a bright sky.,"The image has clear details, natural - looking colors and a distinct view of the lighthouse, houses and rocky terrain.",Lighthouse,3.83721
i19_17_5.bmp,"The image shows a white lighthouse, white buildings, a white picket fence, a red lifebuoy, and a black binocular stand against a cloudy sky.","The image has muted colors, clear details of a lighthouse, white buildings, a picket fence, a lifebuoy, and a binocular stand, with a cloudy sky backdrop.",Lighthouse,3.34211
I15_01_1.bmp,"A young girl has sun - shaped face paint, a vibrant sweater, and colorful ribbons in her hair.","The image has high clarity, vivid colors, and clear details.",Facepaint,5.82222
i18_17_2.bmp,A woman in a black dress and pearl necklaces poses against a rusty metal structure with green foliage.,"The image has a woman in a black dress, pearl necklaces, a rusty metal structure, green foliage, clear details, and natural lighting.",Woman,6.09756
i14_24_4.bmp,People paddle a yellow raft on rough whitewater while wearing red life vests.,"The image has visible details, vivid colors, and depicts people in a yellow raft with red life vests paddling on whitewater.",rafting,3.18919
i20_22_5.bmp,"The image shows a gray vintage propeller airplane with a yellow nose, black propeller, and ""Sly Shooter"" text, on grass.","The image has distinct dot patterns, clear airplane details, and contrasting yellow-gray color tones.",Airplane,3.72973
I04_11_1.BMP,"A woman wears a red hat, a striped necklace, red lipstick, and has pink fabric behind her.","The image displays a woman with clear features, vivid colors, and distinct details of her accessories and fabric.",Woman,5.30000
i08_19_4.bmp,"The image depicts several colorful, traditional houses with tiled roofs and window shutters.","The image has distinct colors, clear architectural details, and visible roof tiles.",Houses,4.03226
i04_19_2.bmp,"A woman with blonde hair, blue eyes, red lipstick, and a white necklace wears a red hat.","The image has clear details, vivid colors, and visible textures of the red hat, blonde hair, and white necklace.",Woman,5.35714
i15_08_5.bmp,"A child has colorful face paint (yellow sun, red/white/yellow rays, blue dot) and wears a red-green outfit.","The image depicts a child with distinguishable colorful face paint (yellow sun, red/white/yellow rays, blue dot) and a red-green outfit, with visible color details.",FacePaint,3.36364
i06_18_1.bmp,A sailboat labeled ZENTIME floats on rippled blue water near a green shore with trees.,"The image has a sailboat, blue water, a green shore, and legible text.",sailboat,5.20000
i02_14_1.bmp,The image shows a red wooden door with a rusty metal latch and a white round knob.,"The image has a red wooden door, a rusty metal latch, a white round knob, and clear textural details.",door,5.75000
i22_14_2.bmp,"The image depicts a large red barn, a small red house, green trees, and a calm pond beneath a cloudy sky.","The image has clear details of the barn, house, trees, and pond, with natural colors and a reflective water surface.",Barn,5.86111
i09_19_2.bmp,Sailboats with colorful sails carry people sailing on water.,"The image has clear sailboats, vividly colored sails, and visible people on water.",Sailboats,4.67742
i20_02_3.bmp,"The image shows a vintage airplane with a yellow nose, black propeller, and colorful decals on a grassy field.","The image has clear details, distinct colors, and a visible depiction of the airplane’s features.",Airplane,5.51351
i11_24_4.bmp,A small boat floats near a wooden dock in turquoise water.,"The image has a boat with a red cloth, a wooden dock, and turquoise water, with clear details of the boat’s structure and the dock’s posts.",Boat,2.88571
i20_03_5.bmp,"The image shows a vintage fighter plane with a yellow nose, black propeller blades, and “Sly Shooter” text on its fuselage.","The image has noticeable grain, a retro color tone, and distinguishable details of the airplane’s nose, propeller, and text.",Airplane,2.65789
i08_14_2.bmp,"The image shows several colorful traditional houses with tiled roofs, some snow, and a hilly wooded backdrop.","The image has clear details, vibrant colors, and sharp separation of the houses from the background.",Houses,5.43750
i17_15_2.bmp,"A white statue with curly hair, a golden headpiece, and colored squares overlays stands against a stone background.","The image has clear details of the statue, vivid golden hues, and distinct colored square overlays.",Statue,3.41026
i12_23_2.bmp,"A man and a woman walk in shallow water, holding hands and carrying colorful snorkel fins, near a sandy beach with trees.","The image has clear details, vivid colors, and depicts a beach scene with water, sand, people, and trees.",Beach,6.18421
i21_05_4.bmp,"The image shows a white lighthouse, a gray house with red roofs, and a red building on a rocky shore under a blue sky with clouds.","The image has noticeable grain, soft colors, and distinct details of the lighthouse, house, and rocky coast.",lighthouse,3.92857
i04_23_4.bmp,"The image shows a smiling woman with blonde hair, a red hat, and colorful glitch effects.","The image has a glitchy appearance, vibrant colors, and a visible smiling woman’s face.",Woman,2.95122
i20_21_2.bmp,A vintage airplane with a yellow nose and black propeller rests on grass.,"The image shows a vintage airplane with clear details, distinct colors, and legible text.",Airplane,4.76316
i09_09_4.bmp,Several sailboats with colorful sails and people sail on calm water near a hilly shore.,"The image depicts sailboats with colorful sails, visible people, and a slightly blurred appearance, with a distant shoreline.",Sailboats,3.90625
i12_23_1.bmp,"A man and a woman, holding snorkeling gear, walk in shallow ocean water near a sandy beach with green trees.","The image has clear details, vivid colors, and depicts a beach scene with people, water, and trees.",Snorkeling,6.05405
i07_12_5.bmp,A branch with pink and red flowers is in front of a blue window with shutters.,"The image has pixelated sections, green leaves, and colorful flowers near a blue window.",Flowers,2.51111
i09_20_1.bmp,Sailors sail colorful sailboats on calm water.,"The image has vivid sail colors, clear boat details, and a calm water background.",Sailing,5.81250
i09_15_4.bmp,People sail colorful sailboats on calm water.,"The image has clear details, vivid colors, and shows sailboats on water.",Sailboats,3.59375
i11_18_4.bmp,A small old sailboat is tied near a weathered wooden dock in calm water.,The image has clear details of a small sailboat and a weathered wooden dock with visible textures.,Sailboat,3.44118
i12_06_1.bmp,A man and a woman hold hands while walking in shallow beach water and holding colorful snorkeling gear.,"The image shows a beach scene with clear details, natural colors, and visible elements like water, sand, trees, and people.",Beach,5.08108
i14_06_4.bmp,"A group of people paddle a yellow raft through whitewater, wearing red life vests.","The image shows a yellow raft with people in red vests paddling through whitewater, with legible text ""SNOWMASS WHITEWATER"".",Rafting,3.77778
i21_24_5.bmp,"The image shows a tall lighthouse, red - roofed houses, and rocky terrain under a blue sky.","The image has a mosaic - like appearance, with color blocks forming a lighthouse, houses, and terrain.",Lighthouse,0.52381
i15_15_3.bmp,A young girl with colorful sun - shaped face paint and multiple square overlays wears a red and green sweater.,"The image has clear details, vibrant face paint colors, and distinct square overlays on a child’s face and sweater.",SunFace,3.95455
i02_24_4.bmp,"A white ball lies on a red, blurry surface with dark lines.","The image has low clarity, blurred colors, and indistinct details.",Ball,2.11111
i06_07_5.bmp,A small colorful sailboat labeled ZENTIME floats on a glistening green water near a tree-dotted shore.,"The image shows a sailboat with legible text, shimmering water, and a tree-lined shore with vivid color contrasts.",Sailboat,2.68571
i11_10_5.bmp,A small boat with colorful parts floats near a dark dock in green water.,"The image features a small boat with colorful parts, a dark dock, and green water with visible textures.",Boat,2.27027
i04_01_2.bmp,"A woman with blonde hair and blue eyes wears a red hat, red lipstick, and a white necklace against a pink background.","The image has clear details, vivid colors, and distinct features of the woman’s face and accessories.",Woman,5.47619
i07_23_5.bmp,The image shows pink and red flowers beside a blue - shuttered window.,"The image displays pink and red flowers, green leaves, and a blue - shuttered window with visible color fringing.",Flowers,2.64444
i25_02_4.bmp,The image displays various colorful geometric patterns and text labels.,"The image has various geometric patterns, text labels, and colorful visual elements.",Patterns,4.45714
i09_12_2.bmp,People sail colorful sailboats on rippled water.,"The image has colorful sails, clear details, and visible people.",Sailboats,5.90625
i21_09_1.bmp,"The image depicts a white lighthouse, red - roofed houses, and rocky coastal terrain by the ocean under a blue sky with clouds.","The image has high clarity, vivid colors, and clear details of the lighthouse, houses, and rocky terrain.",Lighthouse,6.07500
i01_11_3.bmp,The image shows a stone building with a red door and red window shutters.,"The image presents a stone building facade with a red door, red shutters, and clear structural details.",Facade,4.69444
i12_12_3.bmp,A man and a woman walk in shallow beach water while holding pink and yellow flippers.,"The image has visible digital artifacts, muted colors, and less distinct details.",Beach,3.64865
i24_08_1.bmp,"The house has colorful murals, a wooden balcony with flowers, green shutters, and potted plants.","The image shows clear details, vivid colors, and well - defined decorative and architectural elements.",House,5.94444
i13_06_1.bmp,"A river flows through a rocky, green valley with dense trees and snow - capped mountains.","The image shows a river, rocky banks, lush greenery, and snow - capped mountains with natural colors and distinct details.",landscape,4.55000
i04_03_5.bmp,"A woman with blonde hair, blue eyes, and red lipstick wears a red hat and a coiled necklace near pink fabric.","The image has grainy details, vivid red and pink colors, and clear facial features.",Woman,3.02381
i08_07_2.bmp,"The image shows several colorful, traditional European houses with tiled roofs and various windows, against a hilly, tree - lined backdrop.","The image has vivid colors, clear details of colorful, traditional European houses with tiled roofs and various windows, and a hilly, tree - lined background.",Houses,4.64516
i10_19_2.bmp,People sail white sailboats on wavy water.,"The image shows sailboats, people, and wavy water with clear details.",Sailing,5.42105
i16_07_4.bmp,"The image shows a tropical island with tall palm trees, calm water, and a sky with fluffy clouds.","The image has distinct palm trees, rippled water, and a sky with varied cloud shades.",Island,3.66667
i04_09_5.bmp,"The image shows a smiling woman with blonde hair, a red hat, and pink clothing.","The image has a grainy appearance, red and pink tones, and visible facial features.",Woman,2.50000
i02_11_5.bmp,"The image shows a blurry scene with red, orange, green and pink elements.","The image has low clarity, blended colors and indistinct details.",Blurry,1.27778
i23_23_1.bmp,"Two colorful parrots, one multicolored and one red, face forward against a blurred green background.","The image shows two parrots with vibrant colors, clear facial details, and a softly blurred green backdrop.",Parrots,6.30303
i22_18_3.bmp,"The image shows a large red barn, a small red house, green trees, and a calm pond reflecting them under a cloudy sky.","The image has visible reflections, natural color tones, and clear outlines of the barn, house, trees, and pond.",Barn,4.23684
i11_05_5.bmp,A small old boat rests near a weathered wooden dock in turquoise water.,"The image has reasonable clarity, distinct colors, and visible details of the boat, dock, and water.",Boat,3.05556
i03_10_1.bmp,"Colorful Bahamas hats (yellow, orange, green, pink) hang on a wooden wall under a blue sky.","The image has vivid colors, clear text details, and a sharp wooden wall texture.",Bahamas,6.23684
i21_06_3.bmp,"The image shows a white lighthouse, red houses, and rocky shore by a blue sky with clouds.","The image has grainy texture, natural colors, and clear architectural details.",Lighthouse,4.02439
i15_20_1.bmp,A girl has bright face paint and wears a colorful sweater.,"The image shows a girl with vivid face paint, a colorful sweater, and clear details.",Girl,6.32558
i17_10_4.bmp,"The image depicts a figure with a golden wreath, gray hair, draped clothing, and a dark background.","The image has clear details, vivid golden hues, gray tones, and a dark backdrop.",wreath,3.42500
i24_22_4.bmp,"The image shows a decorative house with a balcony, windows, and painted murals.","The image has clear architectural details, decorative murals, and distinct window features.",House,3.33333
i09_12_3.bmp,Sailboats with colorful sails float on calm water.,"The image has colorful sails, distinct numbers, and a calm water surface.",Sailboats,4.90625
i07_18_4.bmp,A branch with pink and red flowers stands in front of a white building with green window shutters.,"The image has clear details, soft pink and vivid red colors, and distinct green foliage.",Hibiscus,3.86364
i07_19_2.bmp,"The image shows a pink hibiscus flower, a red hibiscus flower, and green leaves in front of a blue window.","The image has visible hibiscus flowers, green leaves, and a blue window with clear details.",Hibiscus,5.44444
i09_15_5.bmp,Sailboats with colorful sails sail on calm water under a gray sky.,"The image has colorful sails, visible sailboats, calm water, and a gray sky backdrop.",Sailboats,5.84848
i13_23_2.bmp,"A river flows rapidly over rocky banks, with green trees and snow - capped mountains in the background.","The image has clear details of a river, green trees, and snow - capped mountains.",River,5.39535
i14_10_3.bmp,A group of people in red life vests paddle a yellow raft through turbulent whitewater.,"The image has clear details, vivid colors, and distinct contrasts of the yellow raft, red vests, and churning water.",Rafting,4.25000
i10_23_1.bmp,Two people sail on a small black-and-white sailboat with other sailboats in wavy water.,"The image displays clear details of sailboats, people, and water, with soft colors and acceptable clarity.",sailing,6.15385
i04_02_5.bmp,"A woman with blonde hair, blue eyes, red lipstick, and a white necklace wears a red hat and a red lace scarf near pink fabric.","The image has clear details, vivid red and pink colors, and distinct textures of the woman’s hat, scarf, and necklace.",Woman,4.53659
i19_07_5.bmp,"The image shows a white lighthouse, light - colored houses, a white picket fence, a red lifebuoy, and a black binocular viewer in a grassy area under a blue sky.","The image has visible details of the lighthouse, houses, fence, lifebuoy, and viewer, with distinct colors and a structured scene.",Lighthouse,2.60526
i04_11_5.bmp,"The image shows a blurry, colorful figure with red, green, and pink hues.","The image has blurry details, vibrant colors, and undefined forms.",figure,0.88095
i20_23_2.bmp,"The image shows a vintage airplane with a yellow nose, black propeller, and colorful text on a grassy field.","The image has clear details, vivid colors, and distinct contrasts between the airplane and its surroundings.",Airplane,6.25641
i01_24_5.bmp,The image shows a blurry house with red doors and shutters.,"The image has low clarity, blurry details, and distinct red and gray elements.",House,0.45946
i14_08_2.bmp,A group of people in red life vests paddles a yellow raft on turbulent whitewater.,"The image has high clarity, vivid colors, and clear details of a yellow raft, people in red vests, and turbulent water.",Rafting,4.55556
i18_21_1.bmp,A woman in a black dress and layered white pearl necklaces poses against a rusty metal structure with green foliage.,"The image has clear details of the woman, the pearl necklaces, the black dress, and the rusty metal, with vivid greenery in the background.",Fashion,5.52381
i04_16_3.bmp,"A woman with blonde hair, blue eyes, and red lipstick wears a red hat, red lace scarf, and white necklace while smiling.","The image has high clarity, vivid colors, and sharp facial details.",Woman,6.09524
i24_09_2.bmp,"The house displays colorful murals, a wooden balcony, and potted flowers.","The image has clear details, vivid colors, and distinct architectural features.",House,5.29412
i09_22_5.bmp,Several sailboats with striped sails and people sail on wavy water.,"The image has a textured appearance, distinct sailboat sails with numbers, and visible people in boats on rippled water.",Sailboats,2.71875
i18_21_3.bmp,A woman in a dark dress and pearl necklaces stands near a rusty sculpture outdoors.,"The image has visible details of the woman’s attire, pearl necklaces, and the rusty sculpture, with natural outdoor colors.",Woman,4.50000
i11_02_2.bmp,A small old sailboat rests near a weathered wooden dock in turquoise water.,"The image has clear details, vivid turquoise water, a weathered wooden dock, and a small old sailboat.",Sailboat,5.88571
i17_17_1.bmp,"A figure with white face, curly gray hair, golden headpiece, and white draped clothing stands against a stone wall and dark background.","The image has clear details, distinct colors, and visible textures of the figure’s clothing, headpiece, and stone wall.",statue,5.57500
i20_14_2.bmp,"The vintage airplane with a yellow nose, black propeller, and ""Slip Shooter"" text sits on a grassy field.","The image has clear text, distinct colors, and visible details of the vintage airplane.",Airplane,5.84211
i05_01_4.bmp,Motocross riders prepare for a race on colorful dirt bikes.,The image shows riders on dirt bikes with clear details and vivid colors.,Motocross,4.05128
i23_23_5.bmp,"Two vibrant parrots (one red, one yellow - green) stand against a blurred green background.","The image has low sharpness, noticeable chromatic aberration, and a blurred background.",Parrots,3.00000
