图像名,内容1,内容2,内容3,mos_quality
boston.fnoise.2.png,"The image shows a city street corner with a historic brick building, tall surrounding buildings, walking pedestrians, and a circular cobblestone design.","The image has clear details of buildings, pedestrians, and the cobblestone pattern, with distinguishable urban elements.",Intersection,0.243427
boston.fnoise.3.png,"The image shows a city intersection with a red-brick building, tall buildings, people, and a circular stone design.","The image contains a city intersection, a red-brick building, multi-story buildings, pedestrians, and a circular stone pattern.",Intersection,0.498129
boston.fnoise.4.png,"The image shows a city street with a historic brick building, tall modern buildings, a cobblestone circle, and pedestrians walking.","The image has clear urban structures, a detailed cobblestone pattern, and recognizable pedestrians in a street scene.",Cityscape,0.619963
boston.fnoise.5.png,"The image shows a city street with tall buildings, a colorful circular pavement, and people walking.","The image has vibrant colors, discernible building details, and a distinct circular pavement pattern.",cityscape,0.724084
boston.JPEG.1.png,"The image shows a busy city street with a historic brick building, walking pedestrians, and a circular stone design on the sidewalk.","The image has a city intersection, a red brick building, moving pedestrians, and a circular stone pattern on the sidewalk.",city,0.000000
boston.JPEG.2.png,"The image shows a city intersection with a red brick building, walking pedestrians, and a circular stone sidewalk design.","The image has clear details, vivid colors, and distinct urban elements like the brick building, pedestrians, and stone pattern.",intersection,0.049884
boston.JPEG.3.png,"The image shows a red brick building, a circular stone pattern, and pedestrians on a city street with tall buildings.","The image has clear details, visible pedestrians, distinct buildings, and a well - defined circular stone pattern.",Cityscape,0.328492
boston.JPEG.4.png,A vibrant red building stands between tall gray buildings on a city street with a circular stone pavement.,"The image has vivid red hues, detailed gray buildings, and a clear circular pavement.",Building,0.736937
boston.JPEG.5.png,"The image shows a red building with white windows, flanked by tall gray buildings, on a street with people.","The image has distinct red and gray colors, clear building details, and a visible street scene.",Building,0.832481
boston.jpeg2000.1.png,"The image depicts a city intersection with a red brick building, tall gray buildings, pedestrians walking, and a circular stone pattern on the sidewalk.","The image has a clear scene of a city intersection, a red brick building, tall buildings, pedestrians, and a detailed circular stone design on the sidewalk.",intersection,0.000294
boston.jpeg2000.2.png,"The image shows a red brick building, a circular cobblestone area, and people walking on a city street between tall buildings.","The image has clear details, realistic colors, and distinct urban elements including a brick building, a cobblestone circle, pedestrians, and tall buildings.",cityscape,0.118135
boston.jpeg2000.3.png,"The image depicts a city street with a historic brick building, pedestrians, and a circular stone pattern on the sidewalk.","The image has clear details of a city street, a historic brick building, pedestrians, and a stone pattern with natural colors.",cityscape,0.389335
boston.jpeg2000.4.png,"The image shows a city street with a red brick building, tall surrounding buildings, and a few people.","The image contains a city street scene with a red brick building, multiple tall buildings, a paved road, and several pedestrians.",Cityscape,0.696563
boston.jpeg2000.5.png,The image depicts a blurry indoor scene with a brown structure and vague objects.,"The image has low clarity, blurred objects, and vague details.",Blurry,0.904305
bridge.AWGN.1.png,"A person stands on a wooden bridge with white railings, amidst green trees and misty mountains in the distance.","The image has clear details, natural colors, and a visible misty mountain backdrop.",bridge,0.027782
bridge.AWGN.2.png,A wooden bridge with a person spans a lush forest near a hazy mountain.,"The image has natural colors, visible details of the bridge, trees, and a hazy mountain, with moderate clarity.",bridge,0.087857
bridge.AWGN.3.png,A person stands on a curved wooden bridge surrounded by tall green trees with a misty mountain in the distance.,"The image has soft colors, moderate clarity, and detailed natural scenery of trees, bridge, and mountain.",Bridge,0.251788
bridge.AWGN.4.png,"A wooden bridge with white railings leads past green trees to a person, with hazy mountains beyond.","The image has a grainy appearance, natural colors, and distinguishable details of the bridge, trees, and person.",Bridge,0.408695
bridge.AWGN.5.png,"The image shows a wooden bridge with white railings, tall green trees, a hazy mountain, and a few people in a natural landscape.","The image has a grainy texture, natural colors, and visible details of the bridge, trees, and mountain.",Bridge,0.517009
bridge.BLUR.1.png,"The image shows a wooden bridge with white railings, tall green trees, a person standing, and a hazy mountainous landscape in the background.","The image has clear details of a wooden bridge, green trees, a person, and a mountainous landscape.",bridge,0.060651
bridge.BLUR.2.png,"A wooden bridge with white railings leads into a forest, where a person stands near a mountain view.","The image shows a wooden bridge, a person, green trees, and a hazy mountain with natural colors and visible details.",Bridge,0.182437
bridge.BLUR.3.png,"A wooden bridge with a person spans between tall green trees, leading toward a distant blue mountain.","The image has natural colors, discernible details of the wooden bridge, trees, and distant mountain.",Bridge,0.348140
bridge.BLUR.4.png,"A wooden bridge leads through a forest with a person, tall trees, and distant mountains.","The image has soft focus, natural colors, and recognizable elements including a bridge, trees, and a person.",Bridge,0.635791
bridge.BLUR.5.png,A blurry walkway with white railings stretches between green trees toward blue mountains.,"The image has low clarity, muted colors, and indistinct details.",Walkway,0.777178
bridge.contrast.1.png,"The image shows a wooden bridge with white railings, two people, tall green trees, and a distant hazy mountain under a clear sky.","The image has clear details, vivid green colors, and a sharp view of the bridge, people, trees, and mountain.",Bridge,0.036407
bridge.contrast.2.png,"A wooden bridge with white railings stretches through tall green trees, a person stands at its end, and a misty mountain is in the distance.","The image has clear details, vivid colors, and sharp depictions of the bridge, trees, person, and mountain.",bridge,0.139471
bridge.contrast.3.png,"A person stands on a wooden bridge with white railings, near tall green trees and distant blue mountains.","The image has soft lighting, natural colors, and distinguishable details of the bridge, trees, person, and mountains.",Bridge,0.344892
bridge.contrast.4.png,A person stands on a wooden bridge among tall green trees and hazy mountains.,"The image depicts a wooden bridge, a person, tall trees, and hazy mountains with natural colors and clear details.",Bridge,0.457522
bridge.contrast.5.png,"The image shows a wooden bridge, a person, tall trees, and hazy mountains.","The image has visible details of a wooden bridge, a person, tall trees, and distant mountains.",bridge,
bridge.fnoise.1.png,"The image depicts a wooden bridge with a person, tall green trees, and distant hazy mountains.","The image has clear details, natural colors, and a visible scene of a bridge, trees, and mountains.",bridge,0.050821
bridge.fnoise.2.png,"The image shows a wooden bridge with a person, tall green trees, and a hazy mountain in the background.","The image has visible details of a wooden bridge, a person, green trees, and a hazy mountain.",bridge,0.292757
bridge.fnoise.3.png,A person stands on a wooden bridge near tall green trees with a misty mountain in the background.,"The image has a wooden bridge, a person, tall trees, a misty mountain, and visible details with natural colors.",bridge,0.428868
bridge.fnoise.4.png,A wooden bridge with curved railings extends through a forest of tall green trees and a misty mountain in the background.,"The image has a textured appearance, vivid colors, and clear details of the bridge, trees, and mountain.",Bridge,0.595310
bridge.fnoise.5.png,A colorful bridge extends through green trees under a vibrant sky.,"The image has colorful tones, textured details, and visible elements of a bridge, trees, and sky.",Bridge,0.696540
bridge.JPEG.1.png,"The image depicts a wooden bridge with white railings, tall green trees, a person standing, and a hazy mountain landscape in the distance.","The image has clear details of the wooden bridge, green trees, a person, and the mountainous background, with natural colors and a balanced scene.",Bridge,0.037193
bridge.JPEG.2.png,"The image shows a wooden bridge, a person, green trees, and a distant mountain.","The image has a wooden bridge, a person, green trees, and a distant mountain with natural outdoor scenery.",bridge,0.075837
bridge.JPEG.3.png,A person stands on a wooden bridge surrounded by tall green trees and distant blue mountains.,"The image shows a wooden bridge, a person, tall green trees, and distant blue mountains with clear details and vivid colors.",bridge,0.272774
bridge.JPEG.4.png,"A person walks on a wooden bridge with pink railings, amidst tall green trees and a blue mountain backdrop.","The image shows a wooden bridge, pink railings, a person, tall green trees, and a blue mountain with distinct colors and visible details.",Bridge,0.743116
bridge.JPEG.5.png,"The image shows a long path with white edges, surrounded by tall dark trees and a light sky.","The image has clear outlines, varied colors, and discernible elements of trees, path, and sky.",path,0.816164
bridge.jpeg2000.1.png,"The image depicts a wooden bridge with white railings, people, tall green trees, and distant blue mountains under a clear sky.","The image has clear details, vivid green trees, a light blue sky, and a wooden bridge with white railings.",Bridge,0.038118
bridge.jpeg2000.2.png,"A wooden bridge extends toward a person standing by tall green trees, with a hazy mountain range in the distance.","The image displays a wooden bridge, a person, tall trees, and a mountainous background with discernible details and natural colors.",Bridge,0.202935
bridge.jpeg2000.3.png,A wooden bridge with a person extends through dense green trees toward a hazy blue mountain.,"The image has a wooden bridge, a person, dense green trees, and a hazy blue mountain with visible details.",bridge,0.409380
bridge.jpeg2000.4.png,The image shows a curved bridge with tall green trees and a distant hazy mountain.,"The image has a curved bridge, tall trees, and a hazy mountain, with visible structures of the bridge and tree foliage.",Bridge,0.650820
bridge.jpeg2000.5.png,The image shows a blurry pathway between dark trees under a light blue sky.,"The image has blurry details, dark tree silhouettes, and a light blue sky background.",Pathway,0.824682
butter_flower.AWGN.1.png,A black-and-white butterfly perches on a tall yellow flower with tiny blooms.,"The image shows a black-and-white butterfly on a vibrant yellow flower with sharp details, vivid colors, and a softly blurred background.",Butterfly,0.026574
butter_flower.AWGN.2.png,A black - and - white butterfly rests on a tall yellow flower with small blooms.,"The image presents a butterfly on a flower with a sharp - focused subject, a blurred background, and vibrant yellow blossoms.",Butterfly,0.089165
butter_flower.AWGN.3.png,A black butterfly with white wings rests on a tall yellow flower with green leaves.,"The image has a distinct butterfly, bright yellow flowers, and green leaves against a blurred background.",Butterfly,0.252299
butter_flower.AWGN.4.png,A black and white butterfly rests on a yellow flowering plant.,"The image has a black and white butterfly with distinct wing patterns, yellow floral structures, green foliage, and a dark out-of-focus background.",Butterfly,0.434892
butter_flower.AWGN.5.png,A black - and - white butterfly rests on a tall yellow flower with small yellow blooms and green leaves.,"The image has a grainy texture, vivid yellow flowers, a black - and - white butterfly, and a blurred background.",Butterfly,0.545271
butter_flower.BLUR.1.png,A black butterfly with white wings rests on a tall yellow flower with green leaves.,"The image has clear details, vivid yellow flowers, and a distinct black butterfly with white wings.",Butterfly,0.078072
butter_flower.BLUR.2.png,A black-and-white butterfly rests on a tall yellow flower with green leaves.,"The image has a black-and-white butterfly, a tall yellow flower, green leaves, vivid yellow flowers, clear butterfly patterns, and a blurred background.",Butterfly,0.201968
butter_flower.BLUR.3.png,"A black - and - white butterfly rests on a vibrant yellow flower with green leaves, against a blurred background.","The image has a focused yellow flower, a contrasting black - and - white butterfly, and a blurred natural backdrop.",Butterfly,0.481980
butter_flower.BLUR.4.png,The image shows a blurry yellow flower with green leaves and other indistinct plants against a dark background.,"The image has a blurry yellow flower, green foliage, and indistinct background elements with dark and colorful hues.",Flower,0.778540
butter_flower.BLUR.5.png,"The image displays blurry yellow, black, and multicolored areas.","The image has blurry details, mixed colors, and indistinct shapes.",blurry,0.952775
butter_flower.contrast.1.png,A black-and-white butterfly rests on a tall yellow flower with tiny blooms.,"The image displays vivid yellow flowers, a sharply defined black-and-white butterfly, and a softly blurred background.",Butterfly,0.069831
butter_flower.contrast.2.png,A black - and - white butterfly rests on a tall yellow flower with green leaves.,"The image shows a butterfly on a flower with clear details, bright yellow blooms, and a blurred background.",Butterfly,0.256400
butter_flower.contrast.3.png,A black-and-white butterfly rests on a vibrant yellow flower with green leaves.,"The image displays a butterfly with black-and-white wings, a yellow flower, green leaves, and a dark backdrop.",Butterfly,0.514702
butter_flower.contrast.4.png,A black - and - white butterfly rests on a yellow - flowered plant in a dark setting.,The image shows a butterfly on a plant with discernible details of the butterfly’s wings and the plant’s yellow flowers against a dark backdrop.,Butterfly,0.614887
butter_flower.contrast.5.png,A black - and - white butterfly rests on a tall yellow - flowered plant.,The image shows a butterfly and a flower with visible details and a dark backdrop.,Butterfly,
butter_flower.fnoise.1.png,"A black-and-white butterfly sits on a vibrant yellow flower with green leaves, against a blurred natural background.","The image has vivid colors, clear details of the butterfly and flower, and a softly blurred background.",Butterfly,0.027877
butter_flower.fnoise.2.png,"A black - and - white butterfly rests on a tall yellow flower with green leaves, against a blurred natural background.","The image shows a black - and - white butterfly on a yellow flowering plant, with clear details of the butterfly’s wings and the flower’s petals, and a blurred background of green and pink foliage.",Butterfly,0.195120
butter_flower.fnoise.3.png,A black butterfly with white wing patterns rests on a tall yellow flowering plant.,"The image features a detailed butterfly, vibrant yellow flowers, and a softly blurred background.",Butterfly,0.381516
butter_flower.fnoise.4.png,A black-and-white butterfly rests on a vibrant yellow flower against a blurred colorful background.,"The image displays a butterfly on a flower with vivid colors, discernible details, and a softly blurred backdrop.",Butterfly,0.549040
butter_flower.fnoise.5.png,"A black - and - white butterfly rests on a tall, colorful flower with a blurry, multicolored background.","The image has a blurry background, a detailed butterfly, and a vibrant, multicolored flower.",Butterfly,0.726603
butter_flower.JPEG.1.png,A black-and-white butterfly sits on a yellow flower.,"The image has clear details, vivid yellow flowers, and a distinct black-and-white butterfly.",Butterfly,0.023259
butter_flower.JPEG.2.png,A black butterfly with white wings rests on a bright yellow flower.,"The image has a butterfly on a flower with vivid colors, clear details, and a sharp focus.",Butterfly,0.030891
butter_flower.JPEG.3.png,A black-and-white butterfly rests on a tall yellow flower with small yellow blooms and green leaves.,"The image shows a butterfly on a flower with vivid yellow colors, clear floral details, and a dark contrasting background.",Butterfly,0.409916
butter_flower.JPEG.4.png,"A tall, vibrant flower with yellow and brown blooms stands against a dark, blurred background.","The image has sharp flower details, vivid colors, and a dark, out-of-focus background.",Flower,0.699413
butter_flower.JPEG.5.png,The image shows a tall plant with colorful flowers and green leaves against a dark background.,"The image has vibrant colors, a prominent central plant and blurred background elements.",Plant,0.808089
butter_flower.jpeg2000.1.png,A black-and-white butterfly rests on a tall yellow flower with green leaves.,"The image has high clarity, vibrant yellow flowers, and clear details of the butterfly’s wings.",Butterfly,0.027567
butter_flower.jpeg2000.2.png,"A black - and - white butterfly rests on a bright yellow flower with green leaves, against a blurred dark background.","The image has a sharp subject, a blurred background, vivid yellow flowers, and distinct butterfly details.",Butterfly,0.143161
butter_flower.jpeg2000.3.png,A black-and-white butterfly rests on a bright yellow flower.,"The image has a sharp flower, a distinct butterfly, and a blurred background.",Butterfly,0.459942
butter_flower.jpeg2000.4.png,The image displays a blurry yellow plant with unclear surrounding objects.,"The image has low clarity, blurry details, and muted color contrasts.",Plant,0.779221
butter_flower.jpeg2000.5.png,"The image shows blurry green, black, and gray abstract shapes.","The image has blurry details, green and black tones, and indistinct forms.",Blur,0.925690
cactus.AWGN.1.png,A spotted bird perches on a green cactus with white flowers against a blue sky.,"The image has clear details, vivid colors, and a distinct bird on a cactus.",Cactus,0.104329
